case,layout,seq_index,start,end,target,candidate,max_abs,mean_abs,rmse,ref_rms,rmse_ratio
fixed_baseline,fixed,0,2304,2560,output_window,fp32_state,7.230411158687389e-09,3.189442238578008e-10,5.595332888300453e-10,0.004453673814163602,1.2563409719198876e-07
fixed_baseline,fixed,0,2560,2816,output_window,bf16_state,9.51461476562292e-06,7.249449959117971e-08,3.6995409548019037e-07,0.003847959331597913,9.61429328117567e-05
fixed_baseline,fixed,0,2560,2816,output_window,fp32_state,8.410927159613335e-09,2.9925621845495325e-10,5.187199465910631e-10,0.003847959331597913,1.3480390562642932e-07
fixed_baseline,fixed,0,2816,3072,output_window,bf16_state,1.034233945778739e-05,5.527067118915378e-08,2.940368156935899e-07,0.003956840546398045,7.431100956576448e-05
fixed_baseline,fixed,0,2816,3072,output_window,fp32_state,7.3549010493056954e-09,3.071039156223458e-10,5.260494216387981e-10,0.003956840546398045,1.32946833583594e-07
fixed_baseline,fixed,0,3072,3328,output_window,bf16_state,6.134080655763839e-06,4.6429439293666875e-08,2.421723600437319e-07,0.0047247272701273785,5.125636808179256e-05
fixed_baseline,fixed,0,3072,3328,output_window,fp32_state,1.0112670929818268e-08,3.339217632826114e-10,5.904216877448049e-10,0.0047247272701273785,1.2496418395995311e-07
fixed_baseline,fixed,0,3328,3584,output_window,bf16_state,1.0523679668977479e-05,6.097683990659342e-08,3.3408236867933297e-07,0.003938428612060189,8.482631058902823e-05
fixed_baseline,fixed,0,3328,3584,output_window,fp32_state,6.778865094259068e-09,3.1001230890412434e-10,5.308532328141256e-10,0.003938428612060189,1.3478808050209567e-07
fixed_baseline,fixed,0,3584,3840,output_window,bf16_state,1.4029687292957393e-05,5.5769336028679334e-08,3.283877095864156e-07,0.0045776310661079225,7.173747836905159e-05
